"","VehModel","Area","pure_premium","interaction","exposure"
"959","Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p.Vale do Aco-Norte-Vale Jequitinhonha",NA
"960","Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p","Vale do Paraiba e Ribeira",680.956089962029,"Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p.Vale do Paraiba e Ribeira",410.84
"961","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Acre",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Acre",NA
"962","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Alagoas",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Alagoas",NA
"963","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Amapa",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Amapa",NA
"964","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Amazonas",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Amazonas",NA
"965","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Bahia",407.731794526852,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Bahia",282.47
"966","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Blumenau e demais regioes",1021.33542432797,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Blumenau e demais regioes",224.0527397261
"967","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Brasilia",319.512693371961,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Brasilia",538.47
"968","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Ceara",744.678462278218,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Ceara",276.234657533504
"969","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Demais regioes",547.84089055619,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Demais regioes",490.48
"970","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Espirito Santo",758.25719618823,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Espirito Santo",203.58
"971","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"972","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Goias",505.586850124665,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Goias",216.58
"973","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Grande Campinas",787.992371009838,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Grande Campinas",498.1
"974","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Interior",1027.26195455179,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Interior",143.46
"975","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Litoral Norte e Baixada Santista",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Litoral Norte e Baixada Santista",NA
"976","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Maranhao",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Maranhao",NA
"977","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Mato Grosso",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Mato Grosso",NA
"978","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Mato Grosso do Sul",865.847219930705,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Mato Grosso do Sul",121.22
"979","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Met. Curitiba",553.017124952731,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Met. Curitiba",370.22
"980","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Met. Florianopolis e Sul",479.648760330578,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Met. Florianopolis e Sul",164.56
"981","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Met. Porto Alegre e Caxias do Sul",806.613477515495,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Met. Porto Alegre e Caxias do Sul",454.98
"982","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Met. de Sao Paulo",619.073328825058,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Met. de Sao Paulo",3826.1654794522
"983","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Met. do Rio de Janeiro",691.179878964826,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Met. do Rio de Janeiro",1113.88369863003
"984","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",640.460504425368,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",601.08
"985","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Oeste",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Oeste",NA
"986","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Para",1246.61031871808,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Para",113.58
"987","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Paraiba",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Paraiba",NA
"988","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Pernambuco",1254.87320349746,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Pernambuco",325.956438355669
"989","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Piaui",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Piaui",NA
"990","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Ribeirao Preto e Demais Mun. de Campinas",636.42164988305,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Ribeirao Preto e Demais Mun. de Campinas",1526.29
"991","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Rio Grande do Norte",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Rio Grande do Norte",NA
"992","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Rondonia",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Rondonia",NA
"993","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Roraima",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Roraima",NA
"994","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Sergipe",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Sergipe",NA
"995","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Sudeste de Goias",NA
"996","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Sul",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Sul",NA
"997","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Tocantins",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Tocantins",NA
"998","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Triangulo mineiro",609.112161153942,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Triangulo mineiro",201.05
"999","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1000","Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p","Vale do Paraiba e Ribeira",529.02891951032,"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p.Vale do Paraiba e Ribeira",338.18
"1001","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Acre",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Acre",NA
"1002","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Alagoas",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Alagoas",NA
"1003","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Amapa",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Amapa",NA
"1004","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Amazonas",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Amazonas",NA
"1005","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Bahia",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Bahia",NA
"1006","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Blumenau e demais regioes",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Blumenau e demais regioes",NA
"1007","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Brasilia",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Brasilia",NA
"1008","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Ceara",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Ceara",NA
"1009","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Demais regioes",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Demais regioes",NA
"1010","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Espirito Santo",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Espirito Santo",NA
"1011","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1012","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Goias",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Goias",NA
"1013","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Grande Campinas",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Grande Campinas",NA
"1014","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Interior",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Interior",NA
"1015","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Litoral Norte e Baixada Santista",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Litoral Norte e Baixada Santista",NA
"1016","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Maranhao",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Maranhao",NA
"1017","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Mato Grosso",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Mato Grosso",NA
"1018","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Mato Grosso do Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Mato Grosso do Sul",NA
"1019","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Met. Curitiba",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Met. Curitiba",NA
"1020","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Met. Florianopolis e Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Met. Florianopolis e Sul",NA
"1021","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Met. Porto Alegre e Caxias do Sul",NA
"1022","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Met. de Sao Paulo",718.605856976937,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Met. de Sao Paulo",482.16
"1023","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Met. do Rio de Janeiro",500.222087623662,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Met. do Rio de Janeiro",198.12
"1024","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"1025","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Oeste",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Oeste",NA
"1026","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Para",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Para",NA
"1027","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Paraiba",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Paraiba",NA
"1028","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Pernambuco",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Pernambuco",NA
"1029","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Piaui",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Piaui",NA
"1030","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Ribeirao Preto e Demais Mun. de Campinas",960.247727134054,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Ribeirao Preto e Demais Mun. de Campinas",163.89
"1031","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Rio Grande do Norte",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Rio Grande do Norte",NA
"1032","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Rondonia",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Rondonia",NA
"1033","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Roraima",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Roraima",NA
"1034","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Sergipe",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Sergipe",NA
"1035","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Sudeste de Goias",NA
"1036","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Sul",NA
"1037","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Tocantins",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Tocantins",NA
"1038","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Triangulo mineiro",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Triangulo mineiro",NA
"1039","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1040","Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p","Vale do Paraiba e Ribeira",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p.Vale do Paraiba e Ribeira",NA
"1041","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Acre",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Acre",NA
"1042","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Alagoas",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Alagoas",NA
"1043","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Amapa",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Amapa",NA
"1044","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Amazonas",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Amazonas",NA
"1045","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Bahia",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Bahia",NA
"1046","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Blumenau e demais regioes",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Blumenau e demais regioes",NA
"1047","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Brasilia",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Brasilia",NA
"1048","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Ceara",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Ceara",NA
"1049","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Demais regioes",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Demais regioes",NA
"1050","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Espirito Santo",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Espirito Santo",NA
"1051","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1052","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Goias",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Goias",NA
"1053","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Grande Campinas",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Grande Campinas",NA
"1054","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Interior",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Interior",NA
"1055","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Litoral Norte e Baixada Santista",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Litoral Norte e Baixada Santista",NA
"1056","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Maranhao",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Maranhao",NA
"1057","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Mato Grosso",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Mato Grosso",NA
"1058","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Mato Grosso do Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Mato Grosso do Sul",NA
"1059","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Met. Curitiba",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Met. Curitiba",NA
"1060","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Met. Florianopolis e Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Met. Florianopolis e Sul",NA
"1061","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Met. Porto Alegre e Caxias do Sul",NA
"1062","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Met. de Sao Paulo",978.925275471465,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Met. de Sao Paulo",323.99
"1063","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Met. do Rio de Janeiro",861.652837703286,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Met. do Rio de Janeiro",150.65
"1064","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"1065","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Oeste",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Oeste",NA
"1066","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Para",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Para",NA
"1067","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Paraiba",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Paraiba",NA
"1068","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Pernambuco",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Pernambuco",NA
"1069","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Piaui",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Piaui",NA
"1070","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Ribeirao Preto e Demais Mun. de Campinas",1538.75374875042,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Ribeirao Preto e Demais Mun. de Campinas",150.05
"1071","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Rio Grande do Norte",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Rio Grande do Norte",NA
"1072","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Rondonia",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Rondonia",NA
"1073","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Roraima",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Roraima",NA
"1074","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Sergipe",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Sergipe",NA
"1075","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Sudeste de Goias",NA
"1076","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Sul",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Sul",NA
"1077","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Tocantins",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Tocantins",NA
"1078","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Triangulo mineiro",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Triangulo mineiro",NA
"1079","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1080","Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p","Vale do Paraiba e Ribeira",NA,"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p.Vale do Paraiba e Ribeira",NA
"1081","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Acre",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Acre",NA
"1082","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Alagoas",719.54722291201,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Alagoas",241.62
"1083","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Amapa",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Amapa",NA
"1084","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Amazonas",1481.82931151374,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Amazonas",335.118219177835
"1085","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Bahia",842.511250118309,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Bahia",1162.21
"1086","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Blumenau e demais regioes",1046.93615448369,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Blumenau e demais regioes",787.165479452201
"1087","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Brasilia",703.549338076452,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Brasilia",1624.81
"1088","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Ceara",1473.69423785264,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Ceara",708.59
"1089","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Demais regioes",1273.37315386412,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Demais regioes",1581.5709589044
"1090","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Espirito Santo",1287.46255703928,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Espirito Santo",714.42
"1091","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","F.Iguatu-Medianeira-Cascavel-Toledo",2059.83231981577,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.F.Iguatu-Medianeira-Cascavel-Toledo",277.91
"1092","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Goias",2022.72912041525,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Goias",959.43
"1093","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Grande Campinas",1249.70092371294,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Grande Campinas",1548.1
"1094","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Interior",1463.03694168601,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Interior",530.0727397261
