"","Acre","Alagoas","Amapa","Amazonas","Bahia","Blumenau e demais regioes","Brasilia","Ceara","Demais regioes","Espirito Santo","F.Iguatu-Medianeira-Cascavel-Toledo","Goias","Grande Campinas","Interior","Litoral Norte e Baixada Santista","Maranhao","Mato Grosso","Mato Grosso do Sul","Met. Curitiba","Met. de Sao Paulo","Met. do Rio de Janeiro","Met. Florianopolis e Sul","Met. Porto Alegre e Caxias do Sul","Met.BH-Centro Oeste-Zona Mata-C. Vertentes","Oeste","Para","Paraiba","Pernambuco","Piaui","Ribeirao Preto e Demais Mun. de Campinas","Rio Grande do Norte","Rondonia","Roraima","Sergipe","Sudeste de Goias","Sul","Tocantins","Triangulo mineiro","Vale do Aco-Norte-Vale Jequitinhonha","Vale do Paraiba e Ribeira"
"Honda - Trx 420 Fourtrax  Fm 4x4 Quadriciclo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.472222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Trx 420 Fourtrax  Tm 4x2 Quadriciclo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Valkyrie 1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1356.72,NA,NA,NA,NA,NA,NA,1418.73668639053,NA,NA,NA,NA,NA,NA,NA,NA,NA,894.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Vt 600 C Shadow",NA,556.394736842105,NA,670.03,993.795,559.660377358491,662.537356321839,417.04,474.539847161572,939.535,665.906832298137,609.906329113924,768.21977597528,770.941558441559,980.171768707483,382.06,681.116161616162,479.139601139601,746.181467181467,1061.53759449244,844.852674440126,435.850991501416,756.579185520362,682.359504132231,457.986842105263,923.690391459075,1242.22222222222,967.817987152034,634.720930232558,576.49667405765,223.181818181818,NA,NA,715.28813559322,385.717391304348,727.176767676768,1450.88,773.931552587646,388.191780821918,779.002963976288
"Honda - Vt 750 Shadow",877.26,639.657276995305,NA,598.190476190476,1097.02072072072,807.415434380776,789.95853307766,1042.27064220183,745.280599288979,1186.9462004035,905.556,1017.53086419753,823.591940757838,934.754653130288,1024.80300187617,578.076687116564,1198.11424731183,817.037623762376,811.910229330115,1019.50434907369,867.740790424105,672.737913486005,972.329552065154,959.602233502538,671.442267794546,892.519841269841,961.279809220986,943.995163890381,733.084337349397,653.653229535995,854.965714285714,NA,806.75,630.565916398714,979.560527628117,837.14128440367,642.567164179105,918.110223642173,1037.4329004329,763.904910553488
"Honda - Vtx 1800r/ 1800s/ 1800c 1795cc",NA,1968.68,NA,NA,NA,2277.47972972973,1341.52,1001.80555555556,1483.96688741722,1139.18,NA,NA,1167.93693693694,2865.56,1213.7,860.38,1154.03846153846,658.07,975.68,1790.16692586833,2017.93384223919,1228.13235294118,1322.22,1379.08,1181.3,NA,NA,2009.3249466671,NA,1291.63312693498,2086.84,NA,NA,NA,2199.63636363636,NA,NA,2557.9,NA,1201.25700934579
"Honda - Xl 1000v Varadero",NA,1533.29,1842.33333333333,NA,2012.25520833333,932.786802030457,1534.23391812866,2360,1177.01606922126,1708.11111111111,4167.5875,1592.50666666667,3372.26515151515,2020.51956706781,3359.72321428571,NA,1786.21186440678,2358.8,1831.16059602649,2465.10336620197,2307.55298416565,1412.04023668639,1559.59069767442,1487.3609375,2405.3,1657.86754966887,2181.48760330578,2626.42682926829,NA,2340.49130714746,2557.02197802198,NA,NA,NA,1346.3875,839.706161137441,NA,2185.66283524904,1749.15217391304,2165.20048899756
"Honda - Xl 125 Duty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.745283018868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Xl 125 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.86,NA,NA,NA,NA,NA,334.217391304348,NA,NA,NA,310.440273037543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Xlr 125",NA,NA,NA,NA,519.94,88.2617432527787,NA,NA,93.5384615384615,NA,44.24,176.216,318.31,NA,NA,NA,1063.24324324324,133.438144329897,168.201754385965,404.01244813278,354.639455782313,NA,131.8,438.639175257732,322.275,331.969696969697,95.910447761194,304.916,NA,212.676767676768,NA,NA,776.2,NA,NA,284.54,NA,209.827433628319,NA,308.94
"Honda - Xlr 125 Es",NA,NA,NA,NA,661.58,NA,NA,NA,NA,NA,NA,211.701657458564,274.96,NA,NA,NA,NA,NA,NA,527.884615384615,691.53,NA,NA,354.115044247788,99.3780487804878,271.481481481481,NA,274.634146341463,NA,205.204081632653,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.759825327511
"Honda - Xlx 250 R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7,63,NA,NA,137.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Xlx 350 R",NA,NA,NA,NA,NA,NA,81,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.22,444.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.1875,NA,NA,NA,NA
"Honda - Xr 200 R",NA,NA,NA,421.736842105263,NA,NA,NA,NA,302.921875,54.28,338.75,NA,293.36,292.1,477.076923076923,NA,NA,309.68,722.772727272727,508.742200328407,111.519379844961,329.387096774194,NA,613.83,NA,389.02,NA,156.811023622047,NA,472.945273631841,NA,NA,NA,NA,NA,460.5,NA,330.475961538462,569.58,546.96
"Honda - Xr 250 Tornado",758.016483516483,697.733905579399,368.389891696751,798.868055555556,842.461103528953,468.555105713,538.759864234196,600.771894093686,596.709642509833,647.034180138568,335.858921161826,639.829673011225,807.035186930569,682.905322656618,911.755378858747,590.011267605634,984.811232393671,6690.19335347432,552.602474088933,880.382047477745,906.744310575635,406.868535524408,605.123998114097,612.683871627146,353.362549800797,885.170528817588,551.664139499621,572.526937782412,473.943942133815,611.073887104176,731.818988464951,656.166666666667,NA,637.709821428571,684.895238095238,547.932093775263,863.68,527.764545948885,288.081818181818,758.039235616995
